Origin,Country,Country,Country,Country
Bahamian, New Zealand,Visa required,,"May transit without visa if transit is through Auckland Airport and for no longer than 24 hours, subject to meeting character requirements and obtaining an Electronic Travel Authority prior to departure.[146]Holders of an Australian Permanent Resident Visa or Resident Return Visa may be granted a New Zealand Resident Visa on arrival permitting indefinite stay (pursuant to the Trans-Tasman Travel Arrangement), subject to meeting character requirements and obtaining an Electronic Travel Authority prior to departure.[147]"
Bahamian, Nicaragua,Visa not required,90 days,
Bahamian, Niger,Visa required,,
Bahamian, Nigeria,Visa required,,
Bahamian, North Macedonia,Visa not required,90 days,90 days within any 180 day period
Bahamian, Norway,Visa not required,3 months,3 months during a 6 months period following the date of first entry in the Schengen Area[14]
Bahamian, Oman,Visa required,,
Bahamian, Pakistan,Electronic Travel Authorization,,Electronic Travel Authorization to obtain a visa on arrival for tourism purposes.[155]Electronic Travel Authorization to obtain a visa on arrival for business purposes.[156]Online Visa eligible.[157]
Bahamian, Palau,Visa on arrival,30 days,
Bahamian, Panama,Visa not required,180 days,
Bahamian, Papua New Guinea,Visa required,,
Bahamian, Paraguay,Visa required,,
Bahamian, Peru,Visa not required,183 days,
Bahamian, Philippines,Visa not required,30 days,
Bahamian, Poland,Visa not required,3 months,3 months during a 6 months period following the date of first entry in the Schengen Area[14]
Bahamian, Portugal,Visa not required,3 months,3 months during a 6 months period following the date of first entry in the Schengen Area[14]
Bahamian, Qatar,Visa not required,90 days,
Bahamian, Romania,Visa not required,3 months,3 months within any 6-month period
Bahamian, Russia,Visa required,,
Bahamian, Rwanda,eVisa / Visa on arrival,30 days,
Bahamian, Saint Kitts and Nevis,Visa not required,3 months,
Bahamian, Saint Lucia,Visa not required,6 weeks,
Bahamian, Saint Vincent and the Grenadines,Visa not required,1 month,
Bahamian, Samoa,Entry Permit on arrival,60 days,
Bahamian, San Marino,Visa not required,,
Bahamian, São Tomé and Príncipe,e-Visa,,Visa is obtained online.[176]
Bahamian, Saudi Arabia,Visa required,,
Bahamian, Senegal,Visa on arrival,90 days,
Bahamian, Serbia,Visa not required,30 days,30 days within any year period
Bahamian, Seychelles,Visitor's Permit on arrival,3 months[62],
Bahamian, Sierra Leone,Visa on arrival,,
Bahamian, Singapore,Visa not required,30 days,
Bahamian, Slovakia,Visa not required,3 months,3 months during a 6 months period following the date of first entry in the Schengen Area[14]
Bahamian, Slovenia,Visa not required,3 months,3 months during a 6 months period following the date of first entry in the Schengen Area[14]
Bahamian, Solomon Islands,Visitor's permit on arrival,3 months,
Bahamian, Somalia,Visa on arrival,30 days,"Available at Bosaso Airport, Galcaio Airport and Mogadishu Airport."
Bahamian, South Africa,Visa not required,30 days,
Bahamian, South Sudan,Electronic Visa,,Obtainable online[189]Printed visa authorization must be presented at the time of travel[189]
Bahamian, Spain,Visa not required,3 months,3 months during a 6 months period following the date of first entry in the Schengen Area[14]
Bahamian, Sri Lanka,eVisa / Visa on arrival,30 days,
Bahamian, Sudan,Visa required,,
Bahamian, Suriname,Visa not required,90 days,
Bahamian, Sweden,Visa not required,3 months,3 months during a 6 months period following the date of first entry in the Schengen Area[14]
Bahamian,  Switzerland,Visa not required,3 months,3 months during a 6 months period following the date of first entry in the Schengen Area[14]
Bahamian, Syria,Visa required,,
Bahamian, Tajikistan,eVisa,45 days,
Bahamian, Tanzania,Visa not required,90 days,
Bahamian, Thailand,Visa required,,
Bahamian, Timor-Leste,Visa on arrival,30 days,Not available at all entry points.[202]
Bahamian, Togo,Visa on arrival,7 days,
Bahamian, Tonga,Visa on arrival,31 days,
Bahamian, Trinidad and Tobago,Visa not required,90 days,
Bahamian, Tunisia,Visa required,,
Bahamian, Turkey,eVisa,3 months,
Bahamian, Turkmenistan,Visa required,,
Bahamian, Tuvalu,Visa on arrival,1 month,
Bahamian, Uganda,Visa not required,3 months,
Bahamian, Ukraine,eVisa,30 days,
Bahamian, United Arab Emirates,Visa not required,90 days[213][214],
Bahamian, United Kingdom and Crown dependencies,Visa not required,6 months,
Bahamian, United States,Visa not required (conditional),,Only if traveling through the Preclearance Facilities at Nassau or Freeport airports.
Bahamian, Uruguay,Visa not required,3 months,
Bahamian, Uzbekistan,Visa not required,30 days,
Bahamian, Vanuatu,Visa not required,30 days,
Bahamian,  Vatican City,Visa not required,,
Bahamian, Venezuela,Visa required,,
Bahamian, Vietnam,Visa required,,"Pre-arranged visa obtained online through travel agencies available at Hanoi, Ho Chi Minh City, Phú Quốc[223] or Da Nang airports.Phú Quốc without a visa for up to 30 days.[224]"
Bahamian, Yemen,Visa required,,
Bahamian, Zambia,Visa not required,90 days,
Bahamian, Zimbabwe,Visa not required,3 months,
Origin,Country,Country,Country,Country
Bahraini, Afghanistan,Visa required,,
Bahraini, Albania,Visa required,,
Bahraini, Algeria,Visa required,,
Bahraini, Andorra,Visa required,,
Bahraini, Angola,Visa required,,
Bahraini, Antigua and Barbuda,Electronic Entry Visa,,
Bahraini, Argentina,Visa required,,
Bahraini, Armenia,eVisa / Visa on arrival,120 days,
Bahraini, Australia,eVisa,,Online application (Online Visitor e600 visa).[12]
Bahraini, Austria,Visa required,,
Bahraini, Azerbaijan,eVisa / Visa on arrival,30 days[15],
Bahraini, Bahamas,Visa not required,3 months,
Bahraini, Bangladesh,Visa on arrival,30 days,
Bahraini, Barbados,Visa not required,90 days,
Bahraini, Belarus,Visa not required,30 days,Must arrive and depart via Minsk International Airport.
Bahraini, Belgium,Visa required,,
Bahraini, Belize,Visa required,,
Bahraini, Benin,eVisa / Visa on arrival,30 days / 8 days,Must have an international vaccination certificate.
Bahraini, Bhutan,Visa required,,
Bahraini, Bolivia,Visa on arrival,90 days,
Bahraini, Bosnia and Herzegovina,Visa not required,90 days,90 days within any 6-month period
Bahraini, Botswana,Visa not required,90 days,
Bahraini, Brazil,Visa required,,
Bahraini, Brunei,Visa on arrival,30 days,
Bahraini, Bulgaria,Visa required,,
Bahraini, Burkina Faso,Visa required,,
Bahraini, Burundi,Visa required,,
Bahraini, Cambodia,eVisa / Visa on arrival,30 days,
Bahraini, Cameroon,Visa required,,
Bahraini, Canada,Visa required,,
Bahraini, Cape Verde,Visa on arrival,,
Bahraini, Central African Republic,Visa required,,
Bahraini, Chad,Visa required,,
Bahraini, Chile,Visa required,,
Bahraini, China,Visa required,,
Bahraini, Colombia,Visa required,,
Bahraini, Comoros,Visa on arrival,,
Bahraini, Republic of the Congo,Visa required,,
Bahraini, Democratic Republic of the Congo,Visa required,,
Bahraini, Costa Rica,Visa required,,
Bahraini, Côte d'Ivoire,eVisa,,
Bahraini, Croatia,Visa required,,
Bahraini, Cuba,Visa required,,
Bahraini, Cyprus,Visa required,,
Bahraini, Czech Republic,Visa required,,
Bahraini, Denmark,Visa required,,
Bahraini, Djibouti,eVisa,31 days,
Bahraini, Dominica,Visa not required,21 days,
Bahraini, Dominican Republic,Visa not required,,
Bahraini, Ecuador,Visa not required,90 days,
Bahraini, Egypt,Visa not required,3 months,
Bahraini, El Salvador,Visa not required,90 days,
Bahraini, Equatorial Guinea,Visa required,,
Bahraini, Eritrea,Visa required,,
Bahraini, Estonia,Visa required,,
Bahraini, Eswatini,Visa required,,
Bahraini, Ethiopia,eVisa,up to 90 days,eVisa holders must arrive via Addis Ababa Bole International Airport
Bahraini, Fiji,Visa required,,
Bahraini, Finland,Visa required,,
Bahraini, France,Visa required,,
Bahraini, Gabon,eVisa / Visa on arrival,,Electronic visa holders must arrive via Libreville International Airport.[67]
Bahraini, Gambia,Visa required,,
Bahraini, Georgia,Visa not required,1 year,
Bahraini, Germany,Visa required,,
Bahraini, Ghana,Visa required,,
Bahraini, Greece,Visa required,,
Bahraini, Grenada,Visa required,,
Bahraini, Guatemala,Visa not required,90 days,
Bahraini, Guinea,eVisa,,
Bahraini, Guinea-Bissau,eVisa / Visa on arrival,90 days,
Bahraini, Guyana,Visa required,,
Bahraini, Haiti,Visa not required,3 months,
Bahraini, Honduras,Visa not required,90 days,
Bahraini, Hungary,Visa required,,
Bahraini, Iceland,Visa required,,
Bahraini, India,Visa required,,
Bahraini, Indonesia,Visa not required,30 days,
Bahraini, Iran,Visa on arrival,30 days[85],
Bahraini, Iraq,Visa on arrival,,When arriving at Basra International Airport or Al Najaf International Airport.
Bahraini, Ireland,Visa required,,
Bahraini, Israel,Visa required,,Confirmation from Israeli Foreign Ministry is required before a visa is issued.[89]Bahrain signed a visa exemption for non-ordinary passports agreement with Israel but it is not in force yet
Bahraini, Italy,Visa required,,
Bahraini, Jamaica,Visa required,,
Bahraini, Japan,Visa required,,
Bahraini, Jordan,Visa not required,3 months,
Bahraini, Kazakhstan,Visa not required,30 days[95],
Bahraini, Kenya,eVisa / Visa on arrival,3 months,
Bahraini, Kiribati,Visa required,,
Bahraini, North Korea,Visa required,,
Bahraini, South Korea,Visa not required,30 days,
Bahraini, South Korea,Visa not required,30 days,
Bahraini, Kyrgyzstan,Visa not required,60 days,
Bahraini, Laos,eVisa / Visa on arrival,30 days,
Bahraini, Latvia,Visa required,,
Bahraini, Lebanon,Visa not required,6 months,
Bahraini, Lesotho,eVisa,,
Bahraini, Liberia,Visa required,,
Bahraini, Libya,Visa required,,
Bahraini, Liechtenstein,Visa required,,
Bahraini, Lithuania,Visa required,,
Bahraini, Luxembourg,Visa required,,
Bahraini, Madagascar,eVisa / Visa on arrival,90 days,
Bahraini, Malawi,eVisa / Visa on arrival,,
Bahraini, Malaysia,Visa not required,90 days,
Bahraini, Maldives,Visa on arrival,30 days,
Bahraini, Mali,Visa required,,
Bahraini, Malta,Visa required,,
Bahraini, Marshall Islands,Visa required,,
Bahraini, Mauritania,Visa on arrival,,Available at Nouakchott–Oumtounsy International Airport.
Bahraini, Mauritius,Visa not required,90 days,
Bahraini, Mexico,Visa required,,
Bahraini, Micronesia,Visa not required,30 days,
Bahraini, Moldova,Visa required,,
Bahraini, Monaco,Visa required,,
Bahraini, Mongolia,Visa required,,
Bahraini, Montenegro,Visa required,,
Bahraini, Morocco,Visa not required,90 days,
Bahraini, Mozambique,Visa on arrival,30 days,
Bahraini, Myanmar,Visa required,28 days,
Bahraini, Namibia,Visa required,,
Bahraini, Nauru,Visa required,,
Bahraini,   Nepal,Visa on arrival,90 days,
Bahraini, Netherlands,Visa required,,
Bahraini, New Zealand,Electronic Travel Authority,3 months,"International Visitor Conservation and Tourism Levy must be paid upon requesting an Electronic Travel Authority.[135]Holders of an Australian Permanent Resident Visa or Resident Return Visa may be granted a New Zealand Resident Visa on arrival permitting indefinite stay (pursuant to the Trans-Tasman Travel Arrangement), subject to meeting character requirements and obtaining an Electronic Travel Authority prior to departure.[136]  Such travellers are not required to pay the International Visitor Conservation and Tourism Levy.[135]"
Bahraini, Nicaragua,Visa not required,90 days,
Bahraini, Niger,Visa required,,
Bahraini, Nigeria,Visa required,,
Bahraini, North Macedonia,Visa required,,
Bahraini, Norway,Visa required,,
Bahraini, Norway,Visa required,,
Bahraini, Pakistan,Electronic Travel Authorization,,Electronic Travel Authorization to obtain a visa on arrival for tourism purposes.[144]Electronic Travel Authorization to obtain a visa on arrival for business purposes.[145]Online Visa eligible.[146]
Bahraini, Palau,Visa on arrival,30 days,
Bahraini, Panama,Visa required,,
Bahraini, Papua New Guinea,Visa required,,
Bahraini, Paraguay,Visa required,,
Bahraini, Peru,Visa required,,
Bahraini, Philippines,Visa not required,30 days,
Bahraini, Poland,Visa required,,
Bahraini, Portugal,Visa required,,
Bahraini, Portugal,Visa required,,
